tick,q_eff,tau,loc,coupled,m,step,phase
1417,1/2,1,middle,0,3,1,2
1418,1/2,1,outer,1,2,1,0
1419,1/2,0,,0,1,0,0
1420,1/2,1,outer,0,3,1,1
1421,1/2,1,outer,1,2,1,2
1422,1/2,-1,middle,1,2,1,1
1423,1/2,-1,outer,1,2,1,0
1424,1/2,-1,middle,0,3,1,2
1425,1/2,1,outer,1,2,1,0
1426,1/2,1,middle,1,2,-1,1
1427,1/2,1,outer,0,3,1,2
1428,1/2,1,outer,1,2,1,0
1429,1/2,1,outer,1,2,1,1
1430,1/2,0,,0,1,0,1
1431,1/2,-1,outer,1,2,1,0
1432,1/2,1,outer,1,2,1,1
1433,1/2,1,middle,1,2,1,2
1434,1/2,0,,0,1,0,2
1435,1/2,1,outer,1,2,1,0
1436,1/2,0,,0,1,0,0
1437,1/2,1,middle,1,2,1,1
1438,1/2,1,middle,0,3,1,2
1439,1/2,0,,0,1,0,2
1440,1/2,0,,0,1,0,2
1441,1/2,0,,0,1,0,2
1442,1/2,-1,middle,1,2,1,1
1443,1/2,0,,0,1,0,1
1444,1/2,-1,outer,0,3,1,0
1445,1/2,1,middle,1,2,-1,1
1446,1/2,1,middle,1,2,1,2
1447,1/2,1,middle,1,2,-1,0
1448,1/2,1,outer,1,2,1,1
1449,1/2,-1,outer,0,3,1,0
1450,1/2,0,,0,1,0,0
1451,1/2,1,middle,1,2,1,1
1452,1/2,0,,0,1,0,1
1453,1/2,1,middle,0,3,1,2
1454,1/2,1,middle,1,2,1,0
1455,1/2,-1,middle,0,3,1,2
1456,1/2,-1,outer,0,3,1,1
1457,1/2,-1,outer,1,2,1,0
1458,1/2,1,outer,1,2,1,1
1459,1/2,1,middle,1,2,-1,2
1460,1/2,1,outer,0,3,1,0
1461,1/2,1,middle,1,2,-1,1
1462,1/2,1,outer,0,3,1,2
1463,1/2,0,,0,1,0,2
1464,1/2,0,,0,1,0,2
1465,1/2,0,,0,1,0,2
1466,1/2,0,,0,1,0,2
1467,1/2,1,middle,0,3,1,0
1468,1/2,1,outer,0,3,1,1
1469,1/2,0,,0,1,0,1
1470,1/2,0,,0,1,0,1
1471,1/2,1,middle,1,2,1,2
1472,1/2,-1,middle,0,3,1,1
1473,1/2,1,outer,1,2,1,2
1474,1/2,-1,middle,1,2,1,1
1475,1/2,1,middle,1,2,1,2
1476,1/2,-1,middle,0,3,1,1
1477,1/2,0,,0,1,0,1
1478,1/2,1,outer,1,2,1,2
1479,1/2,1,outer,0,3,1,0
1480,1/2,0,,0,1,0,0
1481,1/2,-1,middle,0,3,1,2
1482,1/2,1,outer,1,2,1,0
1483,1/2,0,,0,1,0,0
1484,1/2,-1,middle,0,3,1,2
1485,1/2,1,outer,1,2,1,0
1486,1/2,1,outer,0,3,1,1
1487,1/2,1,middle,1,2,1,2
1488,1/2,1,outer,0,3,1,0
1489,1/2,0,,0,1,0,0
1490,1/2,0,,0,1,0,0
1491,1/2,1,middle,1,2,1,1
1492,1/2,1,outer,1,2,1,2
1493,1/2,-1,middle,0,3,1,1
1494,1/2,-1,outer,1,2,1,0
1495,1/2,1,middle,1,2,1,1
1496,1/2,1,middle,0,3,1,2
1497,1/2,1,outer,0,3,1,0
1498,1/2,0,,0,1,0,0
1499,1/2,1,middle,1,2,1,1
1500,1/2,1,outer,0,3,1,2
1501,1/2,0,,0,1,0,2
1502,1/2,1,middle,1,2,1,0
1503,1/2,1,outer,1,2,1,1
1504,1/2,1,outer,0,3,1,2
1505,1/2,1,middle,0,3,1,0
1506,1/2,1,middle,0,3,1,1
1507,1/2,-1,middle,0,3,1,0
1508,1/2,1,middle,1,2,-1,1
1509,1/2,1,middle,0,3,1,2
1510,1/2,1,middle,0,3,1,0
1511,1/2,1,outer,0,3,1,1
1512,1/2,0,,0,1,0,1
1513,1/2,1,middle,1,2,1,2
1514,1/2,1,outer,0,3,1,0
1515,1/2,0,,0,1,0,0
1516,1/2,1,outer,1,2,1,1
1517,1/2,-1,outer,1,2,1,0
1518,1/2,1,outer,0,3,1,1
1519,1/2,1,outer,0,3,1,2
1520,1/2,0,,0,1,0,2
1521,1/2,1,outer,0,3,1,0
1522,1/2,1,middle,0,3,1,1
1523,1/2,-1,outer,0,3,1,0
1524,1/2,1,outer,1,2,1,1
1525,1/2,0,,0,1,0,1
1526,1/2,1,outer,0,3,1,2
1527,1/2,0,,0,1,0,2
1528,1/2,1,middle,1,2,1,0
1529,1/2,1,middle,0,3,1,1
1530,1/2,1,middle,1,2,1,2
1531,1/2,1,middle,1,2,1,0
1532,1/2,0,,0,1,0,0
1533,1/2,0,,0,1,0,0
1534,1/2,1,outer,0,3,1,1
1535,1/2,1,middle,1,2,1,2
1536,1/2,1,outer,1,2,1,0
1537,1/2,1,middle,0,3,1,1
1538,1/2,1,outer,1,2,1,2
1539,1/2,1,outer,0,3,1,0
1540,1/2,1,middle,0,3,1,1
1541,1/2,1,outer,0,3,1,2
1542,1/2,1,middle,1,2,1,0
1543,1/2,1,outer,0,3,1,1
1544,1/2,1,outer,0,3,1,2
1545,1/2,1,outer,0,3,1,0
1546,1/2,1,outer,1,2,1,1
1547,1/2,1,outer,1,2,1,2
1548,1/2,1,outer,1,2,1,0
1549,1/2,1,outer,0,3,1,1
1550,1/2,1,middle,1,2,1,2
1551,1/2,1,outer,1,2,1,0
1552,1/2,1,outer,1,2,1,1
1553,1/2,0,,0,1,0,1
1554,1/2,0,,0,1,0,1
1555,1/2,1,outer,1,2,1,2
1556,1/2,0,,0,1,0,2
1557,1/2,-1,outer,0,3,1,1
1558,1/2,-1,outer,1,2,1,0
1559,1/2,0,,0,1,0,0
1560,1/2,1,middle,1,2,1,1
1561,1/2,1,middle,0,3,1,2
1562,1/2,1,outer,1,2,1,0
1563,1/2,-1,outer,0,3,1,2
1564,1/2,1,outer,1,2,1,0
1565,1/2,1,middle,1,2,1,1
1566,1/2,0,,0,1,0,1
1567,1/2,-1,outer,1,2,1,0
1568,1/2,1,middle,1,2,1,1
1569,1/2,1,middle,1,2,1,2
1570,1/2,-1,middle,0,3,1,1
1571,1/2,1,outer,1,2,1,2
1572,1/2,0,,0,1,0,2
1573,1/2,1,middle,0,3,1,0
1574,1/2,0,,0,1,0,0
1575,1/2,1,outer,1,2,1,1
1576,1/2,0,,0,1,0,1
1577,1/2,1,outer,1,2,1,2
1578,1/2,1,outer,0,3,1,0
1579,1/2,0,,0,1,0,0
1580,1/2,1,outer,0,3,1,1
1581,1/2,1,outer,0,3,1,2
1582,1/2,1,outer,0,3,1,0
1583,1/2,1,outer,0,3,1,1
1584,1/2,-1,outer,0,3,1,0
1585,1/2,1,middle,1,2,1,1
1586,1/2,1,outer,1,2,1,2
1587,1/2,-1,outer,0,3,1,1
1588,1/2,1,outer,1,2,1,2
1589,1/2,-1,outer,0,3,1,1
1590,1/2,1,outer,1,2,1,2
1591,1/2,0,,0,1,0,2
1592,1/2,-1,outer,1,2,1,1
1593,1/2,-1,outer,1,2,1,0
1594,1/2,1,outer,1,2,1,1
1595,1/2,-1,outer,0,3,1,0
1596,1/2,1,outer,1,2,1,1
1597,1/2,1,outer,0,3,1,2
1598,1/2,-1,outer,1,2,1,1
1599,1/2,-1,outer,1,2,1,0
1600,1/2,0,,0,1,0,0
1601,1/2,1,middle,0,3,1,1
1602,1/2,1,outer,1,2,1,2
1603,1/2,-1,outer,1,2,1,1
1604,1/2,1,outer,0,3,1,2
1605,1/2,1,middle,1,2,1,0
1606,1/2,-1,outer,0,3,1,2
1607,1/2,1,outer,1,2,1,0
1608,1/2,-1,outer,0,3,1,2
1609,1/2,1,middle,1,2,1,0
1610,1/2,-1,middle,0,3,1,2
1611,1/2,1,outer,0,3,1,0
1612,1/2,0,,0,1,0,0
1613,1/2,-1,middle,0,3,1,2
1614,1/2,1,outer,0,3,1,0
1615,1/2,1,outer,1,2,1,1
1616,1/2,0,,0,1,0,1
1617,1/2,1,middle,0,3,1,2
1618,1/2,1,middle,0,3,1,0
1619,1/2,1,outer,0,3,1,1
1620,1/2,1,outer,0,3,1,2
1621,1/2,1,outer,1,2,1,0
1622,1/2,1,outer,1,2,1,1
1623,1/2,-1,outer,0,3,1,0
1624,1/2,0,,0,1,0,0
1625,1/2,-1,outer,0,3,1,2
1626,1/2,-1,outer,0,3,1,1
1627,1/2,0,,0,1,0,1
1628,1/2,1,middle,1,2,1,2
1629,1/2,1,outer,0,3,1,0
1630,1/2,1,middle,1,2,1,1
1631,1/2,-1,outer,1,2,1,0
1632,1/2,-1,outer,0,3,1,2
1633,1/2,1,outer,1,2,1,0
1634,1/2,1,outer,0,3,1,1
1635,1/2,0,,0,1,0,1
1636,1/2,1,outer,1,2,1,2
1637,1/2,0,,0,1,0,2
1638,1/2,1,outer,0,3,1,0
1639,1/2,1,outer,1,2,1,1
1640,1/2,1,outer,1,2,1,2
1641,1/2,1,outer,1,2,1,0
1642,1/2,1,middle,1,2,1,1
1643,1/2,1,middle,1,2,1,2
1644,1/2,1,middle,0,3,1,0
1645,1/2,1,middle,0,3,1,1
1646,1/2,1,outer,0,3,1,2
1647,1/2,1,outer,0,3,1,0
1648,1/2,-1,middle,1,2,-1,2
1649,1/2,0,,0,1,0,2
1650,1/2,1,middle,1,2,1,0
1651,1/2,0,,0,1,0,0
1652,1/2,1,outer,1,2,1,1
1653,1/2,-1,outer,1,2,1,0
1654,1/2,1,outer,1,2,1,1
1655,1/2,0,,0,1,0,1
1656,1/2,1,middle,1,2,1,2
1657,1/2,1,outer,0,3,1,0
1658,1/2,0,,0,1,0,0
1659,1/2,0,,0,1,0,0
1660,1/2,1,outer,0,3,1,1
1661,1/2,1,outer,1,2,1,2
1662,1/2,-1,middle,1,2,1,1
1663,1/2,1,outer,0,3,1,2
1664,1/2,1,outer,0,3,1,0
1665,1/2,1,middle,1,2,1,1
1666,1/2,1,middle,1,2,1,2
1667,1/2,1,middle,1,2,1,0
1668,1/2,-1,middle,1,2,1,2
1669,1/2,-1,middle,1,2,1,1
1670,1/2,1,middle,0,3,1,2
1671,1/2,-1,middle,0,3,1,1
1672,1/2,1,outer,0,3,1,2
1673,1/2,0,,0,1,0,2
1674,1/2,1,middle,1,2,1,0
1675,1/2,1,outer,1,2,1,1
1676,1/2,1,outer,0,3,1,2
1677,1/2,0,,0,1,0,2
1678,1/2,1,middle,0,3,1,0
1679,1/2,1,middle,1,2,1,1
1680,1/2,1,middle,1,2,1,2
1681,1/2,1,outer,0,3,1,0
1682,1/2,1,outer,0,3,1,1
1683,1/2,-1,middle,0,3,1,0
1684,1/2,1,outer,1,2,1,1
1685,1/2,1,middle,1,2,1,2
1686,1/2,1,middle,0,3,1,0
1687,1/2,0,,0,1,0,0
1688,1/2,1,outer,1,2,1,1
1689,1/2,1,middle,1,2,1,2
1690,1/2,1,outer,0,3,1,0
1691,1/2,0,,0,1,0,0
1692,1/2,0,,0,1,0,0
1693,1/2,0,,0,1,0,0
1694,1/2,0,,0,1,0,0
1695,1/2,0,,0,1,0,0
1696,1/2,-1,middle,0,3,1,2
1697,1/2,1,outer,1,2,1,0
1698,1/2,0,,0,1,0,0
1699,1/2,-1,middle,0,3,1,2
1700,1/2,1,middle,1,2,-1,0
1701,1/2,1,outer,1,2,1,1
1702,1/2,1,middle,1,2,-1,2
1703,1/2,1,middle,0,3,1,0
1704,1/2,1,middle,1,2,1,1
1705,1/2,1,middle,1,2,1,2
1706,1/2,0,,0,1,0,2
1707,1/2,1,outer,1,2,1,0
1708,1/2,0,,0,1,0,0
1709,1/2,1,outer,1,2,1,1
1710,1/2,1,middle,0,3,1,2
1711,1/2,0,,0,1,0,2
1712,1/2,1,outer,1,2,1,0
1713,1/2,1,outer,0,3,1,1
1714,1/2,0,,0,1,0,1
1715,1/2,0,,0,1,0,1
1716,1/2,1,outer,0,3,1,2
1717,1/2,1,middle,1,2,1,0
1718,1/2,0,,0,1,0,0
1719,1/2,1,middle,0,3,1,1
1720,1/2,1,outer,0,3,1,2
1721,1/2,1,outer,1,2,1,0
1722,1/2,1,outer,0,3,1,1
1723,1/2,-1,outer,0,3,1,0
1724,1/2,1,middle,1,2,1,1
1725,1/2,0,,0,1,0,1
1726,1/2,-1,outer,1,2,1,0
1727,1/2,0,,0,1,0,0
1728,1/2,1,middle,0,3,1,1
1729,1/2,0,,0,1,0,1
1730,1/2,1,middle,1,2,1,2
1731,1/2,1,middle,1,2,1,0
1732,1/2,1,outer,0,3,1,1
1733,1/2,1,outer,0,3,1,2
1734,1/2,-1,outer,1,2,1,1
1735,1/2,1,outer,1,2,1,2
1736,1/2,1,middle,1,2,1,0
1737,1/2,1,outer,0,3,1,1
1738,1/2,1,outer,0,3,1,2
1739,1/2,-1,outer,1,2,1,1
1740,1/2,0,,0,1,0,1
1741,1/2,1,outer,0,3,1,2
1742,1/2,1,middle,0,3,1,0
1743,1/2,1,outer,1,2,1,1
1744,1/2,0,,0,1,0,1
1745,1/2,1,outer,0,3,1,2
1746,1/2,1,middle,1,2,1,0
1747,1/2,-1,outer,1,2,1,2
1748,1/2,0,,0,1,0,2
1749,1/2,1,middle,0,3,1,0
1750,1/2,1,middle,1,2,1,1
1751,1/2,1,middle,1,2,1,2
1752,1/2,1,middle,1,2,-1,0
1753,1/2,1,middle,0,3,1,1
1754,1/2,1,middle,1,2,-1,2
1755,1/2,-1,middle,1,2,-1,1
1756,1/2,1,outer,1,2,1,2
1757,1/2,1,outer,0,3,1,0
1758,1/2,0,,0,1,0,0
1759,1/2,1,outer,0,3,1,1
1760,1/2,-1,outer,0,3,1,0
1761,1/2,1,outer,0,3,1,1
1762,1/2,1,outer,1,2,1,2
1763,1/2,1,middle,1,2,1,0
1764,1/2,-1,outer,0,3,1,2
1765,1/2,0,,0,1,0,2
1766,1/2,1,middle,1,2,1,0
1767,1/2,1,middle,0,3,1,1
1768,1/2,1,middle,1,2,-1,2
1769,1/2,1,outer,1,2,1,0
1770,1/2,1,middle,1,2,1,1
1771,1/2,0,,0,1,0,1
1772,1/2,1,outer,1,2,1,2
1773,1/2,1,outer,1,2,1,0
1774,1/2,0,,0,1,0,0
1775,1/2,-1,outer,0,3,1,2
1776,1/2,1,middle,0,3,1,0
1777,1/2,0,,0,1,0,0
1778,1/2,1,outer,1,2,1,1
1779,1/2,1,outer,1,2,1,2
1780,1/2,-1,middle,1,2,1,1
1781,1/2,-1,outer,1,2,1,0
1782,1/2,1,middle,0,3,1,1
1783,1/2,1,middle,0,3,1,2
1784,1/2,0,,0,1,0,2
1785,1/2,1,outer,0,3,1,0
1786,1/2,1,outer,1,2,1,1
1787,1/2,1,middle,1,2,1,2
1788,1/2,-1,middle,0,3,1,1
1789,1/2,-1,outer,1,2,1,0
1790,1/2,0,,0,1,0,0
1791,1/2,0,,0,1,0,0
1792,1/2,-1,middle,1,2,1,2
1793,1/2,1,middle,0,3,1,0
1794,1/2,1,outer,1,2,1,1
1795,1/2,1,middle,1,2,-1,2
1796,1/2,1,outer,1,2,1,0
1797,1/2,1,middle,1,2,-1,1
1798,1/2,1,outer,0,3,1,2
1799,1/2,0,,0,1,0,2
1800,1/2,0,,0,1,0,2
1801,1/2,-1,middle,1,2,1,1
1802,1/2,0,,0,1,0,1
1803,1/2,1,middle,0,3,1,2
1804,1/2,1,middle,1,2,-1,0
1805,1/2,-1,middle,1,2,-1,2
1806,1/2,-1,middle,1,2,1,1
1807,1/2,1,middle,1,2,1,2
1808,1/2,-1,middle,1,2,-1,1
1809,1/2,-1,middle,1,2,1,0
1810,1/2,1,outer,0,3,1,1
1811,1/2,1,outer,1,2,1,2
1812,1/2,1,middle,0,3,1,0
1813,1/2,1,middle,1,2,1,1
1814,1/2,1,outer,0,3,1,2
1815,1/2,0,,0,1,0,2
1816,1/2,1,outer,0,3,1,0
1817,1/2,-1,outer,1,2,1,2
1818,1/2,0,,0,1,0,2
1819,1/2,-1,outer,1,2,1,1
1820,1/2,0,,0,1,0,1
1821,1/2,0,,0,1,0,1
1822,1/2,1,middle,0,3,1,2
1823,1/2,1,middle,1,2,-1,0
1824,1/2,1,middle,0,3,1,1
1825,1/2,-1,outer,1,2,1,0
1826,1/2,1,outer,1,2,1,1
1827,1/2,1,middle,1,2,-1,2
1828,1/2,0,,0,1,0,2
1829,1/2,0,,0,1,0,2
1830,1/2,-1,middle,1,2,-1,1
1831,1/2,-1,middle,0,3,1,0
1832,1/2,1,middle,1,2,1,1
1833,1/2,-1,outer,1,2,1,0
1834,1/2,1,middle,0,3,1,1
1835,1/2,1,outer,1,2,1,2
1836,1/2,1,outer,0,3,1,0
1837,1/2,1,middle,0,3,1,1
1838,1/2,1,middle,0,3,1,2
1839,1/2,1,outer,0,3,1,0
1840,1/2,1,middle,0,3,1,1
1841,1/2,1,outer,0,3,1,2
1842,1/2,1,middle,1,2,1,0
1843,1/2,-1,outer,1,2,1,2
1844,1/2,-1,outer,1,2,1,1
1845,1/2,-1,outer,0,3,1,0
1846,1/2,-1,outer,0,3,1,2
1847,1/2,1,outer,1,2,1,0
1848,1/2,-1,outer,0,3,1,2
1849,1/2,-1,outer,0,3,1,1
1850,1/2,0,,0,1,0,1
1851,1/2,-1,middle,1,2,-1,0
1852,1/2,1,outer,1,2,1,1
1853,1/2,0,,0,1,0,1
1854,1/2,1,middle,1,2,1,2
1855,1/2,0,,0,1,0,2
1856,1/2,1,outer,1,2,1,0
1857,1/2,1,outer,1,2,1,1
1858,1/2,1,outer,1,2,1,2
1859,1/2,1,outer,1,2,1,0
1860,1/2,1,outer,1,2,1,1
1861,1/2,-1,outer,0,3,1,0
1862,1/2,1,middle,0,3,1,1
1863,1/2,1,outer,1,2,1,2
1864,1/2,1,middle,0,3,1,0
1865,1/2,1,outer,1,2,1,1
1866,1/2,1,middle,0,3,1,2
1867,1/2,1,outer,1,2,1,0
1868,1/2,0,,0,1,0,0
1869,1/2,0,,0,1,0,0
1870,1/2,1,middle,0,3,1,1
1871,1/2,1,middle,1,2,-1,2
1872,1/2,1,middle,0,3,1,0
1873,1/2,1,middle,1,2,-1,1
1874,1/2,1,outer,0,3,1,2
1875,1/2,1,outer,1,2,1,0
1876,1/2,1,outer,1,2,1,1
1877,1/2,1,middle,1,2,1,2
1878,1/2,1,outer,1,2,1,0
1879,1/2,0,,0,1,0,0
1880,1/2,1,outer,0,3,1,1
1881,1/2,1,middle,1,2,-1,2
1882,1/2,1,middle,1,2,1,0
1883,1/2,-1,middle,1,2,1,2
1884,1/2,1,middle,0,3,1,0
1885,1/2,1,middle,1,2,1,1
1886,1/2,1,outer,1,2,1,2
1887,1/2,-1,outer,1,2,1,1
1888,1/2,0,,0,1,0,1
1889,1/2,1,outer,1,2,1,2
1890,1/2,1,middle,0,3,1,0
1891,1/2,1,middle,0,3,1,1
1892,1/2,1,outer,1,2,1,2
1893,1/2,1,outer,1,2,1,0
1894,1/2,1,middle,1,2,1,1
1895,1/2,1,middle,1,2,1,2
1896,1/2,0,,0,1,0,2
1897,1/2,1,middle,0,3,1,0
1898,1/2,1,outer,0,3,1,1
1899,1/2,-1,outer,1,2,1,0
1900,1/2,1,middle,1,2,1,1
1901,1/2,0,,0,1,0,1
1902,1/2,1,middle,1,2,1,2
1903,1/2,1,outer,1,2,1,0
1904,1/2,-1,outer,1,2,1,2
1905,1/2,1,outer,1,2,1,0
1906,1/2,1,outer,0,3,1,1
1907,1/2,1,middle,1,2,1,2
1908,1/2,1,outer,0,3,1,0
1909,1/2,-1,outer,1,2,1,2
1910,1/2,-1,middle,0,3,1,1
1911,1/2,-1,outer,1,2,1,0
1912,1/2,1,outer,1,2,1,1
1913,1/2,1,middle,1,2,1,2
1914,1/2,-1,outer,0,3,1,1
1915,1/2,1,middle,0,3,1,2
1916,1/2,1,middle,1,2,1,0
1917,1/2,1,middle,1,2,1,1
1918,1/2,1,middle,1,2,1,2
1919,1/2,1,outer,1,2,1,0
1920,1/2,1,middle,1,2,1,1
1921,1/2,-1,middle,1,2,-1,0
1922,1/2,1,middle,1,2,1,1
1923,1/2,1,outer,0,3,1,2
1924,1/2,1,middle,0,3,1,0
1925,1/2,0,,0,1,0,0
1926,1/2,1,outer,0,3,1,1
1927,1/2,1,middle,1,2,1,2
1928,1/2,1,outer,0,3,1,0
1929,1/2,1,outer,0,3,1,1
1930,1/2,0,,0,1,0,1
1931,1/2,-1,middle,0,3,1,0
1932,1/2,1,outer,0,3,1,1
1933,1/2,0,,0,1,0,1
1934,1/2,1,middle,0,3,1,2
1935,1/2,1,middle,1,2,1,0
1936,1/2,0,,0,1,0,0
1937,1/2,-1,middle,1,2,1,2
1938,1/2,-1,outer,1,2,1,1
1939,1/2,1,middle,0,3,1,2
1940,1/2,1,outer,1,2,1,0
1941,1/2,-1,middle,0,3,1,2
1942,1/2,1,middle,0,3,1,0
1943,1/2,0,,0,1,0,0
1944,1/2,1,outer,1,2,1,1
1945,1/2,1,outer,1,2,1,2
1946,1/2,-1,middle,0,3,1,1
1947,1/2,0,,0,1,0,1
1948,1/2,-1,outer,0,3,1,0
1949,1/2,0,,0,1,0,0
1950,1/2,1,middle,1,2,1,1
1951,1/2,1,outer,1,2,1,2
1952,1/2,0,,0,1,0,2
1953,1/2,1,outer,0,3,1,0
1954,1/2,0,,0,1,0,0
1955,1/2,1,outer,1,2,1,1
1956,1/2,1,middle,1,2,1,2
1957,1/2,0,,0,1,0,2
1958,1/2,1,outer,1,2,1,0
1959,1/2,1,middle,1,2,-1,1
1960,1/2,1,outer,0,3,1,2
1961,1/2,1,outer,1,2,1,0
1962,1/2,1,middle,0,3,1,1
1963,1/2,0,,0,1,0,1
1964,1/2,-1,outer,0,3,1,0
1965,1/2,-1,middle,1,2,1,2
1966,1/2,1,outer,1,2,1,0
1967,1/2,0,,0,1,0,0
1968,1/2,0,,0,1,0,0
1969,1/2,1,outer,0,3,1,1
1970,1/2,1,outer,1,2,1,2
1971,1/2,-1,outer,1,2,1,1
1972,1/2,-1,outer,0,3,1,0
1973,1/2,0,,0,1,0,0
1974,1/2,0,,0,1,0,0
1975,1/2,0,,0,1,0,0
1976,1/2,1,middle,1,2,1,1
1977,1/2,0,,0,1,0,1
1978,1/2,1,outer,0,3,1,2
1979,1/2,1,middle,1,2,1,0
1980,1/2,1,middle,0,3,1,1
1981,1/2,1,middle,0,3,1,2
1982,1/2,-1,middle,1,2,1,1
1983,1/2,1,middle,1,2,1,2
1984,1/2,1,middle,0,3,1,0
1985,1/2,1,outer,0,3,1,1
1986,1/2,1,middle,0,3,1,2
1987,1/2,0,,0,1,0,2
1988,1/2,1,middle,1,2,1,0
1989,1/2,0,,0,1,0,0
1990,1/2,1,outer,1,2,1,1
1991,1/2,0,,0,1,0,1
1992,1/2,1,middle,1,2,1,2
1993,1/2,1,outer,0,3,1,0
1994,1/2,1,outer,0,3,1,1
1995,1/2,1,middle,0,3,1,2
1996,1/2,1,outer,0,3,1,0
1997,1/2,-1,outer,1,2,1,2
1998,1/2,-1,outer,0,3,1,1
1999,1/2,1,middle,0,3,1,2
2000,1/2,0,,0,1,0,2
2001,1/2,-1,middle,1,2,-1,1
2002,1/2,1,outer,1,2,1,2
2003,1/2,1,outer,0,3,1,0
2004,1/2,0,,0,1,0,0
2005,1/2,-1,middle,0,3,1,2
2006,1/2,-1,outer,1,2,1,1
2007,1/2,1,middle,1,2,1,2
2008,1/2,1,middle,0,3,1,0
2009,1/2,0,,0,1,0,0
2010,1/2,1,outer,1,2,1,1
2011,1/2,-1,outer,1,2,1,0
2012,1/2,0,,0,1,0,0
2013,1/2,-1,outer,1,2,1,2
2014,1/2,-1,outer,0,3,1,1
2015,1/2,1,outer,1,2,1,2
2016,1/2,0,,0,1,0,2
2017,1/2,1,middle,0,3,1,0
2018,1/2,1,middle,1,2,-1,1
2019,1/2,1,middle,1,2,-1,2
2020,1/2,1,outer,0,3,1,0
2021,1/2,1,outer,1,2,1,1
2022,1/2,0,,0,1,0,1
2023,1/2,1,outer,0,3,1,2
2024,1/2,1,middle,0,3,1,0
2025,1/2,-1,middle,1,2,-1,2
2026,1/2,0,,0,1,0,2
2027,1/2,1,middle,0,3,1,0
2028,1/2,1,outer,1,2,1,1
2029,1/2,1,middle,0,3,1,2
2030,1/2,-1,middle,1,2,1,1
2031,1/2,1,middle,1,2,1,2
2032,1/2,1,outer,0,3,1,0
2033,1/2,0,,0,1,0,0
2034,1/2,1,middle,0,3,1,1
2035,1/2,1,outer,0,3,1,2
2036,1/2,1,middle,0,3,1,0
2037,1/2,1,outer,1,2,1,1
2038,1/2,0,,0,1,0,1
2039,1/2,-1,outer,0,3,1,0
2040,1/2,1,outer,0,3,1,1
2041,1/2,1,outer,0,3,1,2
2042,1/2,0,,0,1,0,2
2043,1/2,1,outer,1,2,1,0
2044,1/2,1,middle,0,3,1,1
2045,1/2,0,,0,1,0,1
2046,1/2,-1,outer,0,3,1,0
2047,1/2,1,middle,1,2,1,1
0,1,1,outer,0,3,1,1
1,1,1,middle,1,2,1,2
2,1,1,outer,1,2,1,0
3,1,1,outer,1,2,1,1
4,1,1,outer,1,2,1,2
5,1,1,outer,0,3,1,0
6,1,0,,0,1,0,0
7,1,1,outer,0,3,1,1
8,1,1,outer,1,2,1,2
9,1,1,outer,0,3,1,0
10,1,1,middle,1,2,-1,1
11,1,1,outer,1,2,1,2
12,1,1,outer,0,3,1,0
13,1,1,outer,1,2,1,1
14,1,1,outer,1,2,1,2
15,1,1,outer,1,2,1,0
16,1,1,outer,0,3,1,1
17,1,1,middle,1,2,-1,2
18,1,0,,0,1,0,2
19,1,0,,0,1,0,2
20,1,1,outer,1,2,1,0
21,1,1,middle,1,2,-1,1
22,1,1,middle,0,3,1,2
23,1,1,outer,1,2,1,0
24,1,1,middle,1,2,1,1
25,1,1,outer,1,2,1,2
26,1,1,outer,0,3,1,0
27,1,1,outer,1,2,1,1
28,1,1,outer,1,2,1,2
29,1,1,outer,0,3,1,0
30,1,1,outer,0,3,1,1
31,1,0,,0,1,0,1
32,1,1,outer,1,2,1,2
33,1,0,,0,1,0,2
34,1,1,outer,1,2,1,0
35,1,1,middle,1,2,1,1
36,1,1,outer,1,2,1,2
37,1,1,middle,1,2,1,0
38,1,0,,0,1,0,0
39,1,1,outer,0,3,1,1
40,1,0,,0,1,0,1
41,1,1,outer,1,2,1,2
42,1,1,outer,1,2,1,0
43,1,1,outer,1,2,1,1
44,1,1,outer,1,2,1,2
45,1,1,outer,0,3,1,0
46,1,1,outer,1,2,1,1
47,1,1,outer,0,3,1,2
48,1,1,outer,0,3,1,0
49,1,1,outer,1,2,1,1
50,1,1,middle,1,2,1,2
51,1,1,outer,1,2,1,0
52,1,1,outer,1,2,1,1
53,1,1,outer,0,3,1,2
54,1,1,outer,0,3,1,0
55,1,1,middle,0,3,1,1
56,1,1,outer,1,2,1,2
57,1,1,outer,1,2,1,0
58,1,1,outer,1,2,1,1
59,1,0,,0,1,0,1
60,1,1,outer,1,2,1,2
61,1,0,,0,1,0,2
62,1,1,outer,1,2,1,0
63,1,1,outer,1,2,1,1
64,1,1,outer,0,3,1,2
65,1,1,outer,1,2,1,0
66,1,0,,0,1,0,0
67,1,1,outer,0,3,1,1
68,1,1,outer,0,3,1,2
69,1,1,outer,1,2,1,0
70,1,1,outer,1,2,1,1
71,1,1,middle,1,2,1,2
72,1,1,outer,0,3,1,0
73,1,1,outer,0,3,1,1
74,1,1,outer,1,2,1,2
75,1,0,,0,1,0,2
76,1,1,outer,0,3,1,0
77,1,0,,0,1,0,0
78,1,1,outer,1,2,1,1
79,1,1,outer,1,2,1,2
80,1,1,outer,1,2,1,0
81,1,1,outer,1,2,1,1
82,1,1,middle,0,3,1,2
83,1,1,outer,1,2,1,0
84,1,1,outer,0,3,1,1
85,1,1,outer,0,3,1,2
86,1,1,outer,1,2,1,0
