t,node,tau_alpha,tau_omega,delay_put,mode_hidden,backlog
2807,-,0,-1,0,1,0
2808,-,0,0,0,1,0
2809,-,0,0,0,1,0
2810,-,0,0,0,1,0
2811,-,0,0,0,1,0
2812,B,1,0,2,1,1
2813,-,0,0,0,1,1
2814,C,1,-1,2,0,1
2815,-,0,0,0,0,1
2816,A,1,-1,1,0,1
2817,B,1,-1,1,0,1
2818,-,0,-1,0,0,0
2819,C,1,0,2,0,1
2820,-,0,0,0,0,1
2821,A,-1,-1,3,0,1
2822,B,1,0,2,0,2
2823,C,1,0,2,0,3
2824,A,-1,0,3,0,2
2825,-,0,-1,0,0,1
2826,B,1,0,4,0,2
2827,C,1,1,4,0,2
2828,A,1,0,3,0,3
2829,-,0,0,0,0,3
2830,-,0,-1,0,0,2
2831,B,1,-2,3,1,1
2832,-,0,0,0,1,1
2833,-,0,0,0,1,1
2834,C,-1,-1,2,1,1
2835,-,0,0,0,1,1
2836,-,0,1,0,1,0
2837,-,0,0,0,1,0
2838,-,0,0,0,1,0
2839,-,0,0,0,1,0
2840,-,0,0,0,1,0
2841,-,0,0,0,1,0
2842,A,1,0,3,1,1
2843,-,0,0,0,1,1
2844,-,0,0,0,1,1
2845,-,0,-1,0,1,0
2846,-,0,0,0,1,0
2847,-,0,0,0,1,0
2848,-,0,0,0,1,0
2849,-,0,0,0,1,0
2850,-,0,0,0,1,0
2851,-,0,0,0,1,0
2852,-,0,0,0,1,0
2853,-,0,0,0,1,0
2854,-,0,0,0,1,0
2855,B,-1,0,2,1,1
2856,-,0,0,0,1,1
2857,-,0,1,0,1,0
2858,-,0,0,0,1,0
2859,-,0,0,0,1,0
2860,-,0,0,0,1,0
2861,-,0,0,0,1,0
2862,-,0,0,0,1,0
2863,-,0,0,0,1,0
2864,-,0,0,0,1,0
2865,-,0,0,0,1,0
2866,C,-1,0,3,1,1
2867,A,1,0,3,1,2
2868,B,-1,0,2,1,3
2869,-,0,1,0,1,2
2870,-,0,0,0,1,0
2871,-,0,0,0,1,0
2872,-,0,0,0,1,0
2873,-,0,0,0,1,0
2874,-,0,0,0,1,0
2875,-,0,0,0,1,0
2876,-,0,0,0,1,0
2877,-,0,0,0,1,0
2878,-,0,0,0,1,0
2879,-,0,0,0,1,0
2880,-,0,0,0,1,0
2881,C,-1,0,2,1,1
2882,-,0,0,0,1,1
2883,-,0,1,0,1,0
2884,-,0,0,0,1,0
2885,-,0,0,0,1,0
2886,A,-1,0,1,1,1
2887,-,0,1,0,1,0
2888,-,0,0,0,1,0
2889,-,0,0,0,1,0
2890,B,1,0,2,1,1
2891,-,0,0,0,1,1
2892,-,0,-1,0,1,0
2893,C,-1,0,3,1,1
2894,-,0,0,0,1,1
2895,-,0,0,0,1,1
2896,-,0,1,0,1,0
2897,-,0,0,0,1,0
2898,A,1,0,2,1,1
2899,-,0,0,0,1,1
2900,-,0,-1,0,1,0
2901,-,0,0,0,1,0
2902,-,0,0,0,1,0
2903,-,0,0,0,1,0
2904,-,0,0,0,1,0
2905,-,0,0,0,1,0
2906,-,0,0,0,1,0
2907,B,1,0,2,1,1
2908,-,0,0,0,1,1
2909,-,0,-1,0,1,0
2910,-,0,0,0,1,0
2911,-,0,0,0,1,0
2912,-,0,0,0,1,0
2913,-,0,0,0,1,0
2914,-,0,0,0,1,0
2915,-,0,0,0,1,0
2916,-,0,0,0,1,0
2917,C,1,0,4,1,1
2918,-,0,0,0,1,1
2919,-,0,0,0,1,1
2920,A,1,0,4,0,2
2921,-,0,-1,0,0,1
2922,B,-1,0,1,0,2
2923,-,0,1,0,0,1
2924,-,0,-1,0,0,0
2925,-,0,0,0,0,0
2926,-,0,0,0,0,0
2927,-,0,0,0,0,0
2928,-,0,0,0,0,0
2929,-,0,0,0,0,0
2930,C,1,0,1,0,1
2931,A,1,-1,3,0,1
2932,-,0,0,0,0,1
2933,B,1,0,4,0,2
2934,-,0,-1,0,0,1
2935,-,0,0,0,0,1
2936,-,0,0,0,0,1
2937,C,1,-1,1,1,1
2938,-,0,-1,0,1,0
2939,-,0,0,0,1,0
2940,A,-1,0,1,1,1
2941,-,0,1,0,1,0
2942,-,0,0,0,1,0
2943,-,0,0,0,1,0
2944,-,0,0,0,1,0
2945,B,1,0,2,1,1
2946,C,1,0,3,1,2
2947,A,-1,-1,1,1,2
2948,-,0,1,0,1,1
2949,-,0,-1,0,1,0
2950,B,1,0,2,1,1
2951,C,-1,0,3,1,2
2952,A,1,-1,3,1,2
2953,-,0,0,0,1,2
2954,-,0,1,0,1,1
2955,-,0,-1,0,1,0
2956,-,0,0,0,1,0
2957,-,0,0,0,1,0
2958,-,0,0,0,1,0
2959,-,0,0,0,1,0
2960,B,-1,0,2,1,1
2961,-,0,0,0,1,1
2962,-,0,1,0,1,0
2963,-,0,0,0,1,0
2964,C,-1,0,2,1,1
2965,A,1,0,2,1,2
2966,B,-1,1,3,1,2
2967,-,0,-1,0,1,1
2968,-,0,0,0,1,1
2969,-,0,1,0,1,0
2970,-,0,0,0,1,0
2971,-,0,0,0,1,0
2972,C,-1,0,2,1,1
2973,-,0,0,0,1,1
2974,-,0,1,0,1,0
2975,-,0,0,0,1,0
2976,-,0,0,0,1,0
2977,-,0,0,0,1,0
2978,-,0,0,0,1,0
2979,-,0,0,0,1,0
2980,-,0,0,0,1,0
2981,-,0,0,0,1,0
2982,-,0,0,0,1,0
2983,-,0,0,0,1,0
2984,A,-1,0,2,1,1
2985,-,0,0,0,1,1
2986,B,-1,1,1,1,1
2987,C,1,1,2,1,1
2988,A,-1,0,2,1,2
2989,-,0,-1,0,1,1
2990,-,0,1,0,1,0
2991,-,0,0,0,1,0
2992,-,0,0,0,1,0
2993,-,0,0,0,1,0
2994,-,0,0,0,1,0
2995,-,0,0,0,1,0
2996,B,-1,0,3,1,1
2997,C,-1,0,1,1,2
2998,-,0,1,0,1,1
2999,-,0,1,0,1,0
3000,-,0,0,0,1,0
3001,-,0,0,0,1,0
3002,A,1,0,3,1,1
3003,-,0,0,0,1,1
3004,-,0,0,0,1,1
3005,-,0,-1,0,1,0
3006,-,0,0,0,1,0
3007,-,0,0,0,1,0
3008,-,0,0,0,1,0
3009,-,0,0,0,1,0
3010,-,0,0,0,1,0
3011,-,0,0,0,1,0
3012,-,0,0,0,1,0
3013,B,1,0,2,1,1
3014,-,0,0,0,1,1
3015,C,-1,-1,3,1,1
3016,-,0,0,0,1,1
3017,-,0,0,0,1,1
3018,-,0,1,0,1,0
3019,-,0,0,0,1,0
3020,-,0,0,0,1,0
3021,-,0,0,0,1,0
3022,-,0,0,0,1,0
3023,-,0,0,0,1,0
3024,-,0,0,0,1,0
3025,-,0,0,0,1,0
3026,-,0,0,0,1,0
3027,A,-1,0,3,1,1
3028,B,-1,0,2,1,2
3029,-,0,0,0,1,2
3030,C,1,2,2,1,1
3031,-,0,0,0,1,1
3032,-,0,-1,0,1,0
3033,A,-1,0,3,1,1
3034,-,0,0,0,1,1
3035,-,0,0,0,1,1
3036,-,0,1,0,1,0
3037,B,1,0,2,1,1
3038,-,0,0,0,1,1
3039,-,0,-1,0,1,0
3040,-,0,0,0,1,0
3041,C,-1,0,2,1,1
3042,-,0,0,0,1,1
3043,A,1,1,2,1,1
3044,-,0,0,0,1,1
3045,B,-1,-1,2,1,1
3046,-,0,0,0,1,1
3047,C,1,1,1,1,1
3048,-,0,-1,0,1,0
3049,-,0,0,0,1,0
3050,-,0,0,0,1,0
3051,A,-1,0,2,1,1
3052,-,0,0,0,1,1
3053,B,-1,1,2,1,1
3054,-,0,0,0,1,1
3055,C,1,1,3,1,1
3056,-,0,0,0,1,1
3057,-,0,0,0,1,1
3058,-,0,-1,0,1,0
3059,-,0,0,0,1,0
3060,-,0,0,0,1,0
3061,A,-1,0,2,1,1
3062,-,0,0,0,1,1
3063,-,0,1,0,1,0
3064,-,0,0,0,1,0
3065,-,0,0,0,1,0
3066,-,0,0,0,1,0
3067,-,0,0,0,1,0
3068,B,-1,0,2,1,1
3069,-,0,0,0,1,1
3070,-,0,1,0,1,0
3071,-,0,0,0,1,0
3072,C,1,0,2,1,1
3073,-,0,0,0,1,1
3074,-,0,-1,0,1,0
3075,A,1,0,3,1,1
3076,-,0,0,0,1,1
3077,-,0,0,0,1,1
3078,-,0,-1,0,1,0
3079,B,-1,0,2,1,1
3080,-,0,0,0,1,1
3081,-,0,1,0,1,0
3082,-,0,0,0,1,0
3083,-,0,0,0,1,0
3084,-,0,0,0,1,0
3085,C,1,0,4,1,1
3086,-,0,0,0,1,1
3087,A,1,0,2,1,2
3088,-,0,0,0,1,2
3089,-,0,-2,0,1,0
3090,-,0,0,0,1,0
3091,-,0,0,0,1,0
3092,-,0,0,0,1,0
3093,-,0,0,0,1,0
3094,B,1,0,3,1,1
3095,-,0,0,0,1,1
3096,-,0,0,0,1,1
3097,-,0,-1,0,1,0
3098,-,0,0,0,1,0
3099,-,0,0,0,1,0
3100,-,0,0,0,1,0
3101,-,0,0,0,1,0
3102,-,0,0,0,1,0
3103,C,-1,0,2,1,1
3104,-,0,0,0,1,1
3105,A,-1,1,1,1,1
3106,-,0,1,0,1,0
3107,-,0,0,0,1,0
3108,-,0,0,0,1,0
3109,-,0,0,0,1,0
3110,-,0,0,0,1,0
3111,-,0,0,0,1,0
3112,-,0,0,0,1,0
3113,-,0,0,0,1,0
3114,-,0,0,0,1,0
3115,-,0,0,0,1,0
3116,-,0,0,0,1,0
3117,-,0,0,0,1,0
3118,-,0,0,0,1,0
3119,-,0,0,0,1,0
3120,-,0,0,0,1,0
3121,B,-1,0,1,1,1
3122,-,0,1,0,1,0
3123,C,1,0,2,1,1
3124,-,0,0,0,1,1
3125,-,0,-1,0,1,0
3126,A,-1,0,4,1,1
3127,-,0,0,0,1,1
3128,B,1,0,1,1,2
3129,C,-1,-1,1,1,2
3130,-,0,2,0,1,0
3131,-,0,0,0,1,0
3132,-,0,0,0,1,0
3133,-,0,0,0,1,0
3134,A,-1,0,2,1,1
3135,B,1,0,2,1,2
3136,-,0,1,0,1,1
3137,-,0,-1,0,1,0
3138,C,-1,0,2,1,1
3139,A,-1,0,4,1,2
3140,-,0,1,0,1,1
3141,-,0,0,0,1,1
3142,-,0,0,0,1,1
3143,-,0,1,0,1,0
3144,B,1,0,2,1,1
3145,-,0,0,0,1,1
3146,-,0,-1,0,1,0
3147,-,0,0,0,1,0
3148,-,0,0,0,1,0
3149,-,0,0,0,1,0
3150,-,0,0,0,1,0
3151,C,1,0,3,1,1
3152,A,1,0,2,1,2
3153,-,0,0,0,1,2
3154,-,0,-2,0,1,0
3155,B,-1,0,2,1,1
3156,C,1,0,2,1,2
3157,-,0,1,0,1,1
3158,-,0,-1,0,1,0
3159,-,0,0,0,1,0
3160,A,1,0,3,1,1
3161,-,0,0,0,1,1
3162,-,0,0,0,1,1
3163,-,0,-1,0,1,0
3164,-,0,0,0,1,0
3165,B,1,0,2,1,1
3166,-,0,0,0,1,1
3167,-,0,-1,0,1,0
3168,-,0,0,0,1,0
3169,-,0,0,0,1,0
3170,-,0,0,0,1,0
3171,-,0,0,0,1,0
3172,-,0,0,0,1,0
3173,-,0,0,0,1,0
3174,C,-1,0,3,1,1
3175,A,-1,0,4,1,2
3176,B,-1,0,1,1,3
3177,-,0,2,0,1,1
3178,C,-1,0,2,1,2
3179,-,0,1,0,1,1
3180,A,-1,1,4,1,1
3181,B,-1,0,2,1,2
3182,-,0,0,0,1,2
3183,-,0,1,0,1,1
3184,-,0,1,0,1,0
3185,-,0,0,0,1,0
3186,-,0,0,0,1,0
3187,C,1,0,2,1,1
3188,A,1,0,3,1,2
3189,B,1,-1,2,0,2
3190,C,1,0,4,0,3
3191,-,0,-2,0,0,1
3192,A,1,0,2,0,2
3193,B,1,0,2,0,3
3194,-,0,-2,0,0,1
3195,C,1,-1,2,1,1
3196,-,0,0,0,1,1
3197,-,0,-1,0,1,0
3198,-,0,0,0,1,0
3199,A,-1,0,3,1,1
3200,-,0,0,0,1,1
3201,-,0,0,0,1,1
3202,B,-1,1,1,1,1
3203,-,0,1,0,1,0
3204,-,0,0,0,1,0
3205,-,0,0,0,1,0
3206,-,0,0,0,1,0
3207,C,1,0,1,1,1
3208,-,0,-1,0,1,0
3209,A,-1,0,2,1,1
3210,B,1,0,2,1,2
3211,-,0,1,0,1,1
3212,C,-1,-1,2,1,1
3213,-,0,0,0,1,1
3214,-,0,1,0,1,0
3215,-,0,0,0,1,0
3216,-,0,0,0,1,0
3217,-,0,0,0,1,0
3218,-,0,0,0,1,0
3219,-,0,0,0,1,0
3220,A,-1,0,3,1,1
3221,-,0,0,0,1,1
3222,B,-1,0,2,1,2
3223,-,0,1,0,1,1
3224,-,0,1,0,1,0
3225,-,0,0,0,1,0
3226,-,0,0,0,1,0
3227,-,0,0,0,1,0
3228,-,0,0,0,1,0
3229,-,0,0,0,1,0
3230,-,0,0,0,1,0
3231,-,0,0,0,1,0
3232,C,-1,0,2,1,1
3233,-,0,0,0,1,1
3234,-,0,1,0,1,0
3235,-,0,0,0,1,0
3236,A,1,0,3,1,1
3237,B,-1,0,2,1,2
3238,C,-1,0,1,1,3
3239,-,0,1,0,1,0
3240,-,0,0,0,1,0
3241,A,-1,0,4,1,1
3242,-,0,0,0,1,1
3243,-,0,0,0,1,1
3244,-,0,0,0,1,1
3245,-,0,1,0,1,0
3246,-,0,0,0,1,0
3247,-,0,0,0,1,0
3248,-,0,0,0,1,0
3249,B,1,0,1,1,1
3250,-,0,-1,0,1,0
3251,-,0,0,0,1,0
3252,-,0,0,0,1,0
3253,-,0,0,0,1,0
3254,-,0,0,0,1,0
3255,-,0,0,0,1,0
3256,-,0,0,0,1,0
3257,-,0,0,0,1,0
3258,-,0,0,0,1,0
3259,-,0,0,0,1,0
3260,-,0,0,0,1,0
3261,-,0,0,0,1,0
3262,C,-1,0,3,1,1
3263,-,0,0,0,1,1
3264,A,1,0,4,1,2
3265,-,0,1,0,1,1
3266,-,0,0,0,1,1
3267,-,0,0,0,1,1
3268,-,0,-1,0,1,0
3269,-,0,0,0,1,0
3270,B,-1,0,3,1,1
3271,-,0,0,0,1,1
3272,-,0,0,0,1,1
3273,-,0,1,0,1,0
3274,-,0,0,0,1,0
3275,-,0,0,0,1,0
3276,-,0,0,0,1,0
3277,-,0,0,0,1,0
3278,-,0,0,0,1,0
3279,-,0,0,0,1,0
3280,-,0,0,0,1,0
3281,-,0,0,0,1,0
3282,C,1,0,2,1,1
3283,-,0,0,0,1,1
3284,-,0,-1,0,1,0
3285,A,-1,0,2,1,1
3286,-,0,0,0,1,1
3287,-,0,1,0,1,0
3288,-,0,0,0,1,0
3289,B,-1,0,3,1,1
3290,-,0,0,0,1,1
3291,-,0,0,0,1,1
3292,-,0,1,0,1,0
3293,-,0,0,0,1,0
3294,C,-1,0,3,1,1
3295,-,0,0,0,1,1
3296,A,1,0,2,1,2
3297,-,0,1,0,1,1
3298,-,0,-1,0,1,0
3299,-,0,0,0,1,0
3300,B,-1,0,3,1,1
3301,-,0,0,0,1,1
3302,-,0,0,0,1,1
3303,-,0,1,0,1,0
3304,-,0,0,0,1,0
3305,-,0,0,0,1,0
3306,-,0,0,0,1,0
3307,-,0,0,0,1,0
3308,-,0,0,0,1,0
3309,-,0,0,0,1,0
3310,-,0,0,0,1,0
3311,-,0,0,0,1,0
3312,-,0,0,0,1,0
3313,C,-1,0,4,1,1
3314,-,0,0,0,1,1
3315,-,0,0,0,1,1
3316,-,0,0,0,1,1
3317,A,1,1,1,1,1
3318,-,0,-1,0,1,0
3319,-,0,0,0,1,0
3320,-,0,0,0,1,0
3321,-,0,0,0,1,0
3322,-,0,0,0,1,0
3323,-,0,0,0,1,0
3324,-,0,0,0,1,0
3325,-,0,0,0,1,0
3326,-,0,0,0,1,0
3327,-,0,0,0,1,0
3328,B,-1,0,2,1,1
3329,-,0,0,0,1,1
3330,-,0,1,0,1,0
3331,-,0,0,0,1,0
3332,C,-1,0,2,1,1
3333,-,0,0,0,1,1
3334,-,0,1,0,1,0
3335,-,0,0,0,1,0
3336,-,0,0,0,1,0
3337,-,0,0,0,1,0
3338,-,0,0,0,1,0
3339,-,0,0,0,1,0
3340,A,1,0,1,1,1
3341,-,0,-1,0,1,0
3342,-,0,0,0,1,0
3343,-,0,0,0,1,0
3344,-,0,0,0,1,0
3345,-,0,0,0,1,0
3346,B,1,0,2,1,1
3347,C,-1,0,4,1,2
3348,-,0,-1,0,1,1
3349,A,1,0,2,1,2
3350,-,0,0,0,1,2
3351,-,0,0,0,1,0
3352,B,1,0,2,1,1
3353,-,0,0,0,1,1
3354,-,0,-1,0,1,0
3355,-,0,0,0,1,0
3356,-,0,0,0,1,0
3357,-,0,0,0,1,0
3358,-,0,0,0,1,0
3359,C,-1,0,1,1,1
3360,-,0,1,0,1,0
3361,-,0,0,0,1,0
3362,-,0,0,0,1,0
3363,-,0,0,0,1,0
3364,-,0,0,0,1,0
3365,-,0,0,0,1,0
3366,-,0,0,0,1,0
3367,-,0,0,0,1,0
3368,A,-1,0,2,1,1
3369,B,-1,0,2,1,2
3370,C,1,1,4,1,2
3371,-,0,1,0,1,1
3372,-,0,0,0,1,1
3373,A,1,0,2,1,2
3374,B,-1,-1,4,1,2
3375,-,0,-1,0,1,1
3376,-,0,0,0,1,1
3377,C,-1,0,2,1,2
3378,-,0,1,0,1,1
3379,-,0,1,0,1,0
3380,-,0,0,0,1,0
3381,A,-1,0,2,1,1
3382,B,-1,0,2,1,2
3383,C,-1,1,2,1,2
3384,-,0,1,0,1,1
3385,A,-1,1,2,1,1
3386,B,-1,0,2,1,2
3387,-,0,1,0,1,1
3388,-,0,1,0,1,0
3389,-,0,0,0,1,0
3390,C,-1,0,2,1,1
3391,A,1,0,2,1,2
3392,B,1,1,2,1,2
3393,C,-1,-1,2,1,2
3394,-,0,-1,0,1,1
3395,-,0,1,0,1,0
3396,A,-1,0,3,1,1
3397,-,0,0,0,1,1
3398,-,0,0,0,1,1
3399,-,0,1,0,1,0
3400,-,0,0,0,1,0
3401,-,0,0,0,1,0
3402,-,0,0,0,1,0
3403,B,1,0,4,1,1
3404,-,0,0,0,1,1
3405,-,0,0,0,1,1
3406,-,0,0,0,1,1
3407,-,0,-1,0,1,0
3408,-,0,0,0,1,0
3409,C,-1,0,1,1,1
3410,-,0,1,0,1,0
3411,-,0,0,0,1,0
3412,A,1,0,2,1,1
3413,-,0,0,0,1,1
3414,B,-1,-1,2,1,1
3415,-,0,0,0,1,1
3416,-,0,1,0,1,0
3417,C,1,0,4,1,1
3418,-,0,0,0,1,1
3419,-,0,0,0,1,1
3420,-,0,0,0,1,1
3421,-,0,-1,0,1,0
3422,-,0,0,0,1,0
3423,-,0,0,0,1,0
3424,-,0,0,0,1,0
3425,-,0,0,0,1,0
3426,-,0,0,0,1,0
3427,A,-1,0,2,1,1
3428,-,0,0,0,1,1
3429,B,1,1,3,1,1
3430,C,-1,0,3,1,2
3431,-,0,0,0,1,2
3432,A,1,-1,1,1,2
3433,B,-1,0,2,1,1
3434,-,0,0,0,1,1
3435,-,0,1,0,1,0
3436,-,0,0,0,1,0
3437,-,0,0,0,1,0
3438,-,0,0,0,1,0
3439,C,1,0,2,1,1
3440,-,0,0,0,1,1
3441,A,-1,-1,2,1,1
3442,-,0,0,0,1,1
3443,B,1,1,4,1,1
3444,-,0,0,0,1,1
3445,C,1,0,2,1,2
3446,-,0,0,0,1,2
3447,-,0,-2,0,1,0
3448,-,0,0,0,1,0
3449,-,0,0,0,1,0
3450,-,0,0,0,1,0
3451,-,0,0,0,1,0
3452,A,-1,0,2,1,1
3453,-,0,0,0,1,1
3454,-,0,1,0,1,0
3455,-,0,0,0,1,0
3456,-,0,0,0,1,0
3457,-,0,0,0,1,0
3458,-,0,0,0,1,0
3459,-,0,0,0,1,0
3460,-,0,0,0,1,0
3461,-,0,0,0,1,0
3462,B,-1,0,2,1,1
3463,-,0,0,0,1,1
3464,-,0,1,0,1,0
3465,-,0,0,0,1,0
3466,-,0,0,0,1,0
3467,-,0,0,0,1,0
3468,C,1,0,2,1,1
3469,-,0,0,0,1,1
3470,A,-1,-1,2,1,1
3471,-,0,0,0,1,1
3472,-,0,1,0,1,0
3473,B,1,0,2,1,1
3474,-,0,0,0,1,1
3475,C,-1,-1,2,1,1
3476,-,0,0,0,1,1
3477,-,0,1,0,1,0
3478,-,0,0,0,1,0
3479,A,-1,0,2,1,1
3480,-,0,0,0,1,1
3481,-,0,1,0,1,0
3482,-,0,0,0,1,0
3483,-,0,0,0,1,0
3484,-,0,0,0,1,0
3485,B,-1,0,2,1,1
3486,-,0,0,0,1,1
3487,-,0,1,0,1,0
3488,-,0,0,0,1,0
3489,-,0,0,0,1,0
3490,-,0,0,0,1,0
3491,-,0,0,0,1,0
3492,C,-1,0,4,1,1
3493,-,0,0,0,1,1
3494,-,0,0,0,1,1
3495,-,0,0,0,1,1
3496,-,0,1,0,1,0
3497,A,-1,0,2,1,1
3498,-,0,0,0,1,1
3499,-,0,1,0,1,0
3500,B,-1,0,3,1,1
3501,-,0,0,0,1,1
3502,-,0,0,0,1,1
3503,-,0,1,0,1,0
3504,C,-1,0,2,1,1
3505,A,-1,0,3,1,2
3506,B,-1,1,2,1,2
3507,-,0,0,0,1,2
3508,C,1,2,2,1,1
3509,-,0,0,0,1,1
3510,A,-1,-1,2,1,1
3511,-,0,0,0,1,1
3512,-,0,1,0,1,0
3513,-,0,0,0,1,0
3514,B,-1,0,2,1,1
3515,-,0,0,0,1,1
3516,-,0,1,0,1,0
3517,-,0,0,0,1,0
3518,C,1,0,3,1,1
3519,A,1,0,1,1,2
3520,-,0,-1,0,1,1
3521,-,0,-1,0,1,0
3522,-,0,0,0,1,0
3523,B,-1,0,2,1,1
3524,C,1,0,3,1,2
3525,-,0,1,0,1,1
3526,-,0,0,0,1,1
3527,-,0,-1,0,1,0
3528,-,0,0,0,1,0
3529,-,0,0,0,1,0
3530,-,0,0,0,1,0
3531,-,0,0,0,1,0
3532,A,-1,0,3,1,1
3533,B,-1,0,2,1,2
3534,-,0,0,0,1,2
3535,-,0,2,0,1,0
3536,C,1,0,2,1,1
3537,-,0,0,0,1,1
3538,-,0,-1,0,1,0
3539,-,0,0,0,1,0
3540,-,0,0,0,1,0
3541,-,0,0,0,1,0
3542,-,0,0,0,1,0
3543,A,-1,0,3,1,1
3544,-,0,0,0,1,1
3545,-,0,0,0,1,1
3546,-,0,1,0,1,0
3547,-,0,0,0,1,0
3548,-,0,0,0,1,0
3549,-,0,0,0,1,0
3550,-,0,0,0,1,0
3551,B,1,0,4,1,1
3552,-,0,0,0,1,1
3553,C,-1,0,2,1,2
3554,-,0,0,0,1,2
3555,-,0,0,0,1,0
3556,-,0,0,0,1,0
3557,A,1,0,2,1,1
3558,-,0,0,0,1,1
3559,-,0,-1,0,1,0
3560,-,0,0,0,1,0
3561,-,0,0,0,1,0
3562,-,0,0,0,1,0
3563,-,0,0,0,1,0
3564,-,0,0,0,1,0
3565,B,-1,0,2,1,1
3566,-,0,0,0,1,1
3567,C,-1,1,1,1,1
3568,-,0,1,0,1,0
3569,-,0,0,0,1,0
3570,-,0,0,0,1,0
3571,-,0,0,0,1,0
3572,-,0,0,0,1,0
3573,-,0,0,0,1,0
3574,-,0,0,0,1,0
3575,-,0,0,0,1,0
3576,-,0,0,0,1,0
3577,-,0,0,0,1,0
3578,-,0,0,0,1,0
3579,-,0,0,0,1,0
3580,A,-1,0,3,1,1
3581,-,0,0,0,1,1
3582,-,0,0,0,1,1
3583,-,0,1,0,1,0
3584,-,0,0,0,1,0
3585,-,0,0,0,1,0
3586,-,0,0,0,1,0
3587,-,0,0,0,1,0
3588,B,-1,0,2,1,1
3589,-,0,0,0,1,1
3590,-,0,1,0,1,0
3591,-,0,0,0,1,0
3592,-,0,0,0,1,0
3593,C,1,0,2,1,1
3594,A,-1,0,2,1,2
3595,-,0,-1,0,1,1
3596,-,0,1,0,1,0
3597,-,0,0,0,1,0
3598,-,0,0,0,1,0
3599,-,0,0,0,1,0
3600,B,-1,0,1,1,1
3601,-,0,1,0,1,0
3602,-,0,0,0,1,0
3603,-,0,0,0,1,0
3604,-,0,0,0,1,0
3605,-,0,0,0,1,0
3606,-,0,0,0,1,0
3607,-,0,0,0,1,0
3608,-,0,0,0,1,0
3609,-,0,0,0,1,0
3610,-,0,0,0,1,0
3611,-,0,0,0,1,0
3612,C,-1,0,3,1,1
3613,A,1,0,1,1,2
3614,B,-1,-1,3,1,2
3615,-,0,1,0,1,1
3616,-,0,0,0,1,1
3617,-,0,1,0,1,0
3618,-,0,0,0,1,0
3619,-,0,0,0,1,0
3620,-,0,0,0,1,0
3621,-,0,0,0,1,0
3622,-,0,0,0,1,0
3623,-,0,0,0,1,0
3624,-,0,0,0,1,0
3625,C,-1,0,2,1,1
3626,A,1,0,2,1,2
3627,-,0,1,0,1,1
3628,-,0,-1,0,1,0
3629,-,0,0,0,1,0
3630,-,0,0,0,1,0
3631,-,0,0,0,1,0
3632,-,0,0,0,1,0
3633,-,0,0,0,1,0
3634,B,-1,0,3,1,1
3635,-,0,0,0,1,1
3636,-,0,0,0,1,1
3637,C,-1,1,2,1,1
3638,-,0,0,0,1,1
3639,-,0,1,0,1,0
3640,-,0,0,0,1,0
3641,-,0,0,0,1,0
3642,-,0,0,0,1,0
3643,-,0,0,0,1,0
3644,A,-1,0,3,1,1
3645,-,0,0,0,1,1
3646,-,0,0,0,1,1
3647,B,-1,1,4,1,1
3648,-,0,0,0,1,1
3649,-,0,0,0,1,1
3650,-,0,0,0,1,1
3651,-,0,1,0,1,0
3652,C,-1,0,2,1,1
3653,-,0,0,0,1,1
3654,-,0,1,0,1,0
3655,-,0,0,0,1,0
3656,-,0,0,0,1,0
3657,-,0,0,0,1,0
3658,-,0,0,0,1,0
3659,-,0,0,0,1,0
3660,-,0,0,0,1,0
3661,-,0,0,0,1,0
3662,-,0,0,0,1,0
3663,-,0,0,0,1,0
3664,A,-1,0,2,1,1
3665,-,0,0,0,1,1
3666,B,-1,1,2,1,1
3667,-,0,0,0,1,1
3668,-,0,1,0,1,0
3669,-,0,0,0,1,0
3670,C,1,0,3,1,1
3671,-,0,0,0,1,1
3672,-,0,0,0,1,1
3673,-,0,-1,0,1,0
3674,-,0,0,0,1,0
3675,-,0,0,0,1,0
3676,-,0,0,0,1,0
3677,A,1,0,2,1,1
3678,-,0,0,0,1,1
3679,-,0,-1,0,1,0
3680,-,0,0,0,1,0
3681,-,0,0,0,1,0
3682,-,0,0,0,1,0
3683,B,-1,0,2,1,1
3684,-,0,0,0,1,1
3685,-,0,1,0,1,0
3686,-,0,0,0,1,0
3687,C,1,0,2,1,1
3688,-,0,0,0,1,1
3689,A,-1,-1,3,1,1
3690,-,0,0,0,1,1
3691,-,0,0,0,1,1
3692,-,0,1,0,1,0
3693,-,0,0,0,1,0
3694,B,-1,0,2,1,1
3695,C,-1,0,2,1,2
3696,-,0,1,0,1,1
3697,-,0,1,0,1,0
3698,-,0,0,0,1,0
3699,A,-1,0,4,1,1
3700,-,0,0,0,1,1
3701,-,0,0,0,1,1
3702,B,-1,0,2,1,2
3703,-,0,1,0,1,1
3704,-,0,1,0,1,0
3705,-,0,0,0,1,0
3706,C,-1,0,2,1,1
3707,-,0,0,0,1,1
3708,-,0,1,0,1,0
3709,-,0,0,0,1,0
3710,-,0,0,0,1,0
3711,-,0,0,0,1,0
3712,-,0,0,0,1,0
3713,-,0,0,0,1,0
3714,-,0,0,0,1,0
3715,-,0,0,0,1,0
3716,-,0,0,0,1,0
3717,-,0,0,0,1,0
3718,-,0,0,0,1,0
3719,A,1,0,4,1,1
3720,-,0,0,0,1,1
3721,-,0,0,0,1,1
3722,-,0,0,0,1,1
